trade_date,product_id,instrument_id,total_return_final,total_return_unclose,total_fee,unclosed_value,precision,long_open,short_open,correct_long_open,wrong_long_open,correct_short_open,wrong_short_open,average_holding_time,max_holding_time,min_holding_time,max_margin,max_risk_ratio
2021-02-19,NI,ni2104,76.99,76.99,6.02,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,30.0,30.0,28332.0,0.2974862974862975
2021-02-22,NI,ni2104,163.98,163.98,12.04,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,165.0,240.0,90.0,29394.0,0.30863730863730865
2021-02-23,NI,ni2104,-163.01,-163.01,6.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,90.0,90.0,90.0,29230.0,0.305991305991306
2021-02-24,NI,ni2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,29048.0,0.0
2021-02-25,NI,ni2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,28528.0,0.0
2021-02-26,NI,ni2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,29020.0,0.0
2021-02-01,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,39400.0,0.0
2021-02-02,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,39560.0,0.0
2021-02-03,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,38260.0,0.0
2021-02-04,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,37660.0,0.0
2021-02-05,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,38560.0,0.0
2021-02-08,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,39960.0,0.0
2021-02-09,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,40720.0,0.0
2021-02-10,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,41860.0,0.0
2021-02-18,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,42280.0,0.0
2021-02-19,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,44820.0,0.0
2021-02-22,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,44780.0,0.0
2021-02-23,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45620.0,0.0
2021-02-24,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,44980.0,0.0
2021-02-25,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,44620.0,0.0
2021-02-26,I,i2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45260.0,0.0
2021-02-01,SC,sc2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-02,SC,sc2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-03,SC,sc2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-04,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-05,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-08,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-09,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-10,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-18,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-19,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-22,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-23,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-24,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-25,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-26,SC,sc2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-01,FU,fu2105,330.0,330.0,23.98,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,150.0,150.0,150.0,47124.0,0.49480249480249483
2021-02-02,FU,fu2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,47476.0,0.0
2021-02-03,FU,fu2105,300.0,300.0,22.400000000000002,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,810.0,810.0,810.0,44440.0,0.46662046662046663
2021-02-04,FU,fu2105,-300.0,-300.0,45.2,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,405.0,600.0,210.0,44980.0,0.4722904722904723
2021-02-05,FU,fu2105,-100.0,-100.0,45.2,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,390.0,660.0,120.0,44880.0,0.47124047124047125
2021-02-08,FU,fu2105,600.0,600.0,46.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,645.0,1080.0,210.0,45260.0,0.47523047523047524
2021-02-09,FU,fu2105,-1100.0,-1100.0,46.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,630.0,1230.0,30.0,46680.0,0.49014049014049016
2021-02-10,FU,fu2105,400.0,400.0,23.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,120.0,120.0,120.0,46140.0,0.4832104832104832
2021-02-18,FU,fu2105,-400.0,-400.0,24.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,210.0,210.0,210.0,48060.0,0.5046305046305046
2021-02-19,FU,fu2105,-360.0,-360.0,21.419999999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,510.0,510.0,510.0,43164.0,0.44244944244944245
2021-02-22,FU,fu2105,600.0,600.0,95.19999999999999,0.0,0.75,2.0,2.0,2.0,0.0,1.0,1.0,720.0,1110.0,120.0,47240.0,0.496020496020496
2021-02-23,FU,fu2105,1100.0,1100.0,48.8,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,300.0,420.0,180.0,49200.0,0.5166005166005166
2021-02-24,FU,fu2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,43506.0,0.0
2021-02-25,FU,fu2105,450.0,450.0,22.32,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,240.0,240.0,240.0,44424.0,0.46645246645246646
2021-02-26,FU,fu2105,-450.0,-450.0,22.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,210.0,210.0,210.0,44262.0,0.4594594594594595
2021-02-01,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,47028.0,0.0
2021-02-02,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46968.0,0.0
2021-02-03,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46344.0,0.0
2021-02-04,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45444.0,0.0
2021-02-05,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45384.0,0.0
2021-02-08,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45984.0,0.0
2021-02-09,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46428.0,0.0
2021-02-10,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,47352.0,0.0
2021-02-18,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,31856.0,0.0
2021-02-19,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,32752.0,0.0
2021-02-22,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,32864.0,0.0
2021-02-23,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,33496.0,0.0
2021-02-24,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,33704.0,0.0
2021-02-25,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,34128.0,0.0
2021-02-26,Y,y2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,34736.0,0.0
2021-02-01,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,40536.0,0.0
2021-02-02,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,40620.0,0.0
2021-02-03,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,40020.0,0.0
2021-02-04,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,39132.0,0.0
2021-02-05,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,38832.0,0.0
2021-02-08,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,39420.0,0.0
2021-02-09,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,39828.0,0.0
2021-02-10,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,40884.0,0.0
2021-02-18,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,41280.0,0.0
2021-02-19,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,42828.0,0.0
2021-02-22,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,42936.0,0.0
2021-02-23,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,43680.0,0.0
2021-02-24,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,43896.0,0.0
2021-02-25,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,44628.0,0.0
2021-02-26,P,p2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45288.0,0.0
2021-02-01,RM,RM105,-532.08,-532.08,24.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,750.0,750.0,750.0,46112.0,0.4841764841764842
2021-02-02,RM,RM105,-1556.24,-1556.24,72.48,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,630.0,1080.0,240.0,45776.0,0.4766164766164766
2021-02-03,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,45312.0,0.0
2021-02-04,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,44480.0,0.0
2021-02-05,RM,RM105,-184.16000000000003,-184.16000000000003,48.32,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,330.0,390.0,270.0,46624.0,0.48955248955248953
2021-02-08,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46272.0,0.0
2021-02-09,RM,RM105,387.92,387.92,24.16,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,180.0,180.0,180.0,46480.0,0.4841764841764842
2021-02-10,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46704.0,0.0
2021-02-18,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46640.0,0.0
2021-02-19,RM,RM105,-732.08,-732.08,24.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,660.0,660.0,660.0,47584.0,0.4996324996324996
2021-02-22,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,46896.0,0.0
2021-02-23,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,47360.0,0.0
2021-02-24,RM,RM105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,41692.0,0.0
2021-02-25,RM,RM105,-570.57,-570.57,21.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,90.0,90.0,90.0,43008.0,0.4515844515844516
2021-02-26,RM,RM105,888.8599999999999,888.8599999999999,42.28,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,150.0,180.0,120.0,42840.0,0.445998445998446
2021-02-01,CU,cu2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2021-02-02,CU,cu2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
